,comment,Label
16,"böyle olunca üzülüyorum iste, bu film zaten güzeldi tekrar çekmenin ne alemi vardi. 
",0
17,"oldukça güzel ve kesinlikle izlenmesi gereken bir film.izlemenisi siddetle tavsiye ederim.eger izlemediyseniz hala.(bu filmi izlemeyen sanirim çok ama çok azdir). 
",1
18,"cameron diaz’i ilk bu filmde tanimistim ve julia roberts in oyunculuguna bu filmde hayran kalmistim. ben çok güzel bir film.. 
",1
19,"geçen hafta bu filme sinemaya gittim. ve abartmiyorum sinemaya gittigim filmler arasinda bu kadar kötü bu kadar sikici baska bir film hatirlamiyorum.. 
",0
20,"arkadaslar film üzerine düsen görevi fazlasiyla yapiyor.saw daki mantiksiz gelen oyunlara katlanamam diyorsaniz alin burda gerçegi var uyarlama bir film olduguna inanin inanmayacaksiniz.güzel film.kanli bir film.. 
",1
21,"filmin tek guzel yani edward in oyunculugu.filmde baska bi sey goremedim.herkesin yorumunu okudum ama benim dusuncelerim pek olumlu yonde degil.film bekledigim gibi degildi (yorumlardan dolayi) ama herkese saygim var.film pek sarmadi acikcasi.zamanima acidigimi dusunuyorum.saygilarimla.... 
",0
22,"kliselerle dolu, klasik bir türk filmi!. 
",0
23,"hayatimda seyrettigim en kotu filmdi, dunyayi kurtaran adamin oglu filminden 983248932 daha kotu 1 film kesinlikle seyretmeyin.. 
",0
24,"eger filme gitmek için yorumlari okuyan bir beyazperdeciysen benimgibi sana tek kelime ""git!"" derim ve sonra izledikten sonra gel tesekkür et 
",1
25,"jack nickholson morgen fremandan mükemmel bir film.. 
",1
26,"gerçekten bos hiç bir amaci olmayan bir film.izlemeyin zaman kaybi. türk sinemasina destek olsun diye bilet alip gittim ama pisman oldum.. 
",0
27,"film güzel özelllikle görsel efektleri çok daha güzel olmus. ve bence en önemliside senaryo. senaryo çok güzel yazilmis. umaraim sizlerde begenmissinizdir.. 
",1
28,"kendine özgü içerigi olan hos bir film.. 
",1
29,"yav kardesim su yorumlarinizi biraz dikkatli yazin.. simdi senin yorumunu okuyan adam direk filmin sonuna kilitlenecek ve büyük beklentiyle izleyecek sonuçtada film güzel olsa bile beklentisinin altinda olacak hayret bisey ya. 
",0
30,"film timsah filmlerine göre iyiydi ama hiç gerlim yoktu ama bir gerçek var.. .  ilk çagdan çikmis bir insanin hikayesi..(yaw hiç sopayla timsah öldürülür mu?). 
",0
31,"sanirim 5 dalda oscar almis e hakediyor da yani  
",1
32,"tam bir destan.tek kelimeyle muhtesem!. . 
",1
33,"olmamis.... 
",0
34,"ya nedene bilirki tam anlamiyla fiyosko birinci filim nerede bu nerede bence çoook kötü hele o sona nedemeli sanki reklama girmiste yeniden baslayacakmis gibi elektirik kesilmis gibi bence hayal kirikligi bence paraniza yazik demedi demeyin......... 
",0
35,"bu film baska bir sey gerçekten... özgürlük mücadelesinin daha iyi anlatildigi bir film hatirlamiyorum... bu filmden sonra mel gibson kendisine sinemada gerçek bir yer edindi..gelmis geçmis en iyi 10 filmden biri.... 
",1
36,"çok güzel bi film herkezin gitmesini öneririm bazi sahnelerinde yanimdaki adam yerinden zipladi öle bi film 10 üzerinden 10 u hakedio çok basarili 
",1
37,"konusu ilgi çekici ve süper bi film.... 
",1
38,"drami yapabildigin kadar yap 2,3 dramatik hüzün dolu müzik koy.biraz aile sevgisi biraz askla süsle aglat onlari da oh mis. yazik . 
",0
39,"izledigim en mükemmel filmlerden biri.tom hanks gercekten hayran olunacak bir oyuncu.çok büyük bi zevkle izledim.gerçekten insanin hayatina önemli seyler katan bi film mutlaka izlemelisiniz.hayata bakisiniz degisecek.. 
",1
40,"arkadaslar sakin gitmeyin diyebilecegim nadir filmlerden birisi.sakin gitmeyin. 
",0
41,"bugüne kadar böyle konulu bir film yapilmis miydi bilmiyorum ama gerçekten senaryosu mükemmel.degisik!!!izlenilmesi tavsiye edilir  
",1
42,"kesinlikle tavsiye etmiyorum saçma sapan senaryo durgun sikici bunaltici paraniza yazik etmeyin tv ye düserse belki izleyn derim.. 
",0
43,"kaliteli ve sik.""kaliteli"" çünkü diger vampir filmlerinden çok farkli.""sik"" filmde geçen o atmosfer ve ask etkileyici.film tam bir yildizlar klasigi olmus vampir filminden çok ask'da kokan bir film.tam arsivlik denilecek bir yapit. 
",1
44,"puanina bakarak izledigim ve hayal kirikligina ugradigim vasat bir film!. 
",0
45,"müthis bi film degil kesinlikle,yönetmen irmak kanimca geçmiste izlemis oldugu duygusal filmleri çok iyi etüt etmis ve onlardan bi çorba yapmis ayrica üstüne tas plak katmis,film bittiginde içim rahat ayrilmadim salondan bu kadar basit olmamaliydi herneyse bunlar benim görüsüm...iyi günler. 
",0
46,"inanmasi güç, burda ve amerikada liste basi. yuh yani. bi de filmi izlemek içn sinememaya gidenler var. asil onlara üzülmek lazim. serinin hiçbir filmi 4 puani geçmez. ve lütfen beni önyargi ile suçlamayin, ama bu kadar da olmaz bu sinemaya bir haksizliktir. 2. 
",0
47,"bu yazin komedisi iste heyecanla beklemedeyim  
",1
48,"senelerdir böyle kötü bir filme gitmemistim.zaten ilk yarida çiktim .yazik harcanan paraya. lütfen biraz daha ciddiye alin türk insanini. 
",0
49,"bu film adeta bourne serileri ve bond filmlerinin birer kötü kopyasi olmus. bu sefer kahramanimiz angelina jolie. ben jolieyi oyuncu olarak çok begenmeme ragmen aksiyon filmine bir türlü yakistiramiyorum. bu filmde de performansi çok abartili olmus. yaz için hos ama bombos bir film.. 
",0
50,"film tek kelimeyle süper. mutlaka izlemelisiniz korku+gerilim ögeleri çok güzel islenmis ve bugüne kadar yapilmis hiç bir korku filmine benzemeyen essiz bir senaryosu var kesinlikle izlemenizi tavsiye ediyorum pisman olmazsiniz.... 
",1
51,"sadece alt yazilarin 3d oldugu... gözlügü takmadan da izleyebileceginiz bir film... uzak durun... mümkünse tv yada herhangi bir yerde de izleyerek bosuna vakit kaybetmeyin.. ne hikaye var, ne oyunculuk var, ne görsel efekt var, vs. vs.... 
",0
52,"hayalimdeki seyi yapmis herif helal olsn bee!. 
",1
53,"'hayat bir çikolatadir ne zaman ne çikacagi belli olmaz' mükemmel bir filmdi herkese tavsiye ederim.... 
",1
54,"izledigim en iyi türk filmi..keske tüm filmlerimiz böyle olsada, ön yargiya kapilmadan 'olmamistir, sisiriyorlardir' demeden tüm türk filmlerine gönül rahatligiyla gidebilsek..çok iyi çok..tartismasiz süper... 
",1
55,"çok güzle bir filmdi bu güzel hikayeyle tom hanksin müthis oyunculugu birlesince ortaya harika bir film çikmis çok begendim herkese tavsiye ederim.. 
",1
56,"bence mükemmel filmdi.. belki de yeni izledigim için çok fazla etkilendim ama izledigim en iyi 5 film arasina girer.. . 
",1
57,"küçük ama sicacik bir film..bir ailede bu kadar farklilik olabilir mi diye sordum film boyunca..ne kadar da ilginç olurdu..... 
",1
58,"gidin...gidin....gidin.... baska bisey demiyorum.... 
",1
59,"filmin basrolü hauptmann gerd wiesler (stasi ajani) rolundeki üstün basarisiyla dikkat çeken alman oyuncu ulrich mühe mide kanseri nedeniyle 23 temmuz 2007 tarihinde ölmüs. çok iyi bir oyuncuydu ölümüne çok üzüldüm.. 
",1
60,"begendim ancak gerçekten çok fantastik.. hadi bir an önce sonu gelsin diye bekliyorsun. hatta bazi yerlerini hizla geçtim sabirsizliktan.. gerçekçi olmasa da insanda güzel bir duygu birakiyor.. 
",1
61,"gerilim seviyesi yüksek gerçekten.ilk kisim pornografik degil erotik sahneler içeriyor ayrica.aileyle seyredilebilecek tarzda bir film degil zaten.. 
",1
62,"bugüne kadar izledigim en güzel kurtadam filmiydi...sinemada da tadi baskaydi tabi...ama konusunda çok tutarsizliklar vardi.... 
",1
63,"adi gibi efsane olmaya aday bir filmin sonu kötü oldu. çok zorlama olmus maalesef.. 
",0
64,"anthony hopkins hayranlarinin kesinlikle izlemesi gereken ve sir’ün oyunculugu önünde saygiyla egililmesi gereken bir film.soguk kanli ve kendinden emin rolünü o kadar iyi oynamiski izlerken bu kayitsizlik karsisinda insanin sinirleri bozuluyo.ayrica filmin kurgusu kusursuz.izleyin derim!. 
",1
65,"step up benzeri bir film bekleyenler bosuna ümitlenmesin,hiç alakasi yok.bir dans filmine yakismayacak sekilde hareketsiz,monoton bir film.buna paralel olarak inanilmaz kötü bir soundtracke sahip.benim için büyük hayal kirikligi oldu.... 
",0
66,"çok güzeldi! kesinlikle izleyin! ayrica harika korku sahneleriyle inanilmaz anlar yasatti!. 
",1
67,"insanin yüregine dokunan kaliteli bir film.... . 
",1
68,"ben burtonun batmanlerini özledim. 
",0
69,"kurgu süper,konusmalar süper dahasi oyunculuklar süper...samuel l. jackson ses tonu olsun konusmalar olsun tümüyle akillara kazinacak cinsten.ben bayildim sapina kadar  diyorum... 
",1
70,"üzülerek,zaman zaman gülerek hayretler içinde izledigim bi film oldu.bursada 3 büyük ödülü almak bu kadar kolaymis demek.vasat bile denemiyecek bu filmi izledikten sora diyorum ki iyiki varsiniz kaplanoglu,zaim,nuri bilge. 
",0
71,"elinde yeni gelin gibi el kamerasini elinden düsürmeyen kamereman cir cir cir susmayan muhabir . ordan oraya kendini atan insanlar vs..vs. bce saçma sapan bir filmdi. 
",0
72,"filmin ege kültürünü yansitmasi ve buram buram ege agengiyle süslenmesi beni etkiledi. bir egeli olarak, filmi en iyi benim anlayacagimi düsündüm ve iyi ki yanildim. yüz binlerce kisi ile ayni duyguyu paylasmanin sevinci içerisindeyim. tebrikler çagan irmak sonsuz tesekkürler.... 
",1
73,"filmin sonunda mükemmel bi ders veriliyo. ""mutluluk sadece paylasildigi zaman gerçektir."" bunun üstüne konusmak olmaz.... 
",1
74,"birbiriyle kesisen ve baglantili filmlerin atasi sayilacak film,özellikle müzikler filmi daha da büyütüyor. 
",1
75,"farkli bir yapim arayanlar için çok güzel bir alternatif.. 
",1
76,"bu filmi seyrettikten sonra acaba bende mi bir tuhaflik var dedim yani anliyamiyorum bu filmin neresi begenilir bence bir konu yoktu çok bos ve anlamsiz bu kadar puani almasi bile garip.... 
",0
77,"halbuki ne fikirler üretmistik filmin bitisi hatta olaylarin sebebi için amaa film öyle bos sona erdiki bosuna beyin patlatmis olduk izledigimiz süre boyunca... 
",0
78,"yalnizca ünlü olan ama iyi oyuncu olmayan kisileri kadroya katarak hababam sinif askerde den daha da kötü bi film çikarmislar.4. film çekilir mi bilmiyorum ama çekilmese daha iyi. 
",0
79,"gittim izledim valla ne yalan söyleyim gülmekten kirilmayi bekliyordum pek mümkün olmadi oyunculuk kaliteleri oyuncu seçimleri çok kötü bu kadarmi yapmacik oynanir bir rol. 
",0
80,"film gerçekten çok sikiciydi ,puani çok fazla ve gereksiz bir uzunlugu var.... 
",0
81,"hayatimda izledigim en kötü film.basindan sonuna rezalet. molada çikmayi bile düsündüm yani.verdigim paraya acidim kimseye tavsiye etmiyorum paraniza yazik.küfürün bini bir para.. 
",0
82,"süpper bi film yapmislar. bastan sona heyecanla seyrettiriyor film kendisini. sonuda gayet güzel olmus. hala vizyondayken kaçirmayin derim ben.. 
",1
83,"rezalet..kendini bilmeyen ergenlerin ilgi gösterdigi inanilmaz basit ve gereksiz bir film.çoluk çocuga hitap eden,sinemadan zerre anlamayip özentilik yapip akin akin filme giden ergenlerin begendigi film.siz siz olun uzak durun.. 
",0
84,"sikici! çok alinti bir film!. 
",0
85,"mükemeeeeeeeeeeeeeeeeeeeeeeeeeeeeelllllll bir fillllllllmmmmmmmmmmmmmmmmmmmm 100. 
",1
86,"kitabi 1990 dan beri her sene bir kez okurum ve fermina daza ya gene asik olurum marquez in yorumuyla....kitabi muhtesemdi...badem kokulu bir romandir.... 
",1
87,"basarisiz. 
",0
88,"'mutluluk sadece paylasildiginda gerçektir.' mükemmel. 
",1
89,"film gerçekten hemen bitiyor sanki klip izlemisim gibi bi his var içimde benim favorilerimin arasina katilmaya hak kazanan bi film bence herkesin de izlemesi gereken harika bir film !!!!!!excellent!!!!!!büyülendim dogrusu. 
",1
90,"etkileyici.izleyin ve görün.. 
",1
91,"yeni filmden geldim.oyunculuk müthis.müzikler cok iyi.ben konusunu da cok begendim.bence izlenmeye deger..heyecanli bol kanli..ii seyirler... 
",1
92,"1408 bence gerçekten cok guzel bir yapim.filmin ilk 45 dakikasinda ne oldugunu tam anayamadim fakat film ondan sonra muthis bir anlam uyandirdi zihnimde. filme zaten korku yonunden sirf bakanlar yanilirlar oradaki esranregizligi çözdgünüzde he evet bu diyeceksiniz izlemenizi tavsiye ederim.. 
",1
93,"vasat türk filmlerinden biri. izlemeseniz de olur.. 
",0
94,"sakin gitmeyin. böyle filme para verdigim için çok pismanim.. 
",0
95,"filmi daha bugün izledim.efektler müthis hele hele dünyada nüfusu en çok olan bir sehiri bosaltmak çok ilginç.çok müthis buldum.ama filmin finali böyle olmamaliydi.ama hakini vermeliyim harika bir film..9. 
",1
96,"film çokta etkileyici degildi bence. basit bir avrupa filmi gibi duruyor. ama o müzikler o müzikler iste filmi izlenmeye deger kilan tek sey onlar!!. 
",0
97,"film beklenildigi gibi romantik bir kurguya sahip degil. bütünlük yok konu saglam degil sikicilik dizboyu beklentileri karsilamayan bir film. kizsiz adami tavsiye ederim. hos oda komik olmamis ama bundan iyidir. 
",0
98,"hem ölen kocasini unutamiyor hem baska erkeklerle birlikte oluyor var mi böle ya bu ne biçim hayat bu ne biçim yasam tarzi. 
",0
99,"rain man (yagmur adam)tamamen kopyasi.. . 
",0
100,"gayet güzel bir film will smith'in performansi da cok iyi izlenmeye deger. . 
",1
101,"türkiyede simdiye kadar çekilmis sinema ilmlerinin en mükemmeli ama bence daha güzel olabilirdi polat kendini birazdaha ön plana çikarabilirdi zekiice planlar yapip bi kaç kisiyi daha öldürerek 
",1
102,"muhtesem 2 oyuncu,acaba ben bu duruma düsseydim ne yapardim düsüncesini size veren,süper bir film.. 
",1
103,"bence daha fazla hakediyor mr.brooks etkiliyici bi kurgu hadi ama kaç film izlediniz böyle. türkiyede yilda kaç kötü film yapiliyor haberiniz varmi bu film bize fazla aslinda... 
",1
104,"ilk filmdeki havayi ne ikinci filmde ne bunda yakaliyamadim, tama m efektler filan güzel ama konu çok yavan kalmis bunlarin yaninda, tempo düsük ilk kismi daha çok begendim ikinci kisimda temponun artmasina ragmen.. 
",0
105,"çok gereksiz,bos bi film.... 
",0
106,"new york görüntüleri esligindeki av sahneleri oldukca eglenceli ve heyecanliydi.filmde bazi yerler amatorce cekilmis olsada izlenilebilir nitelikte bir film.sinemada izleyin, kacirmayin ve heyecana ortak olun... 
",1
107,"8-12 yaslari arasindaysaniz ve herseye gülen bir tipseniz tam size göre. 5 kurus etmez.... 
",0
108,"beklentileri karsilamiyor 6 puan. puani fazla abartili. 
",0
109,"dünyada ölmeden önce yapmaniz gereken seylerden biride mutlak bu film i izlemek olmali yorum yapmak film i övmek bile yetersiz geliyor bana. hangimiz final sahnesinde ""özgürlük"" die haykirildiginda aglamadi,gözleri dolmadi yada tüyleri diken diken olmadiki kesinlikle bir bas yapit. 
",1
110,"yoksa siz hala izlemedinizmi kaç kez izledim sayisini unuttum sira disi bir yapim kült deyin bas yapit deyin kilometre tasi deyin kelimeler yetersiz kalir . 
",1
111,"arkadaslar,filmin fragmanini izlediyseniz tamamini izlemenize gerek yok.fragmanda filmdeki tüm esprileri göstermisler.gidin ne dedigimi daha iyi anlicaksiniz.... . 
",0
112,"açikcasi bu yasima kadar böyle güzel masal dinlememistim.. izlememistim 9 puan helal olsun... 
",1
113,"dünyanin en güzel kizini öp.... 
",1
114,"/süperrrrrrrrrrrrrrrrrrrrrrrr. 
",1
115,"sabahin 9 unda açik tertemiz bir zihinle izlense bile sonununun anlasilamayacagi saçma bir film..iyi degil hemde hiç..panin labirenti gibi süper bir filmin bu filmin yönetmeni olduguna hala inanamiyorum....10 üzerinden 3. 
",0
116,"çok kötü begenmedim köy filmi iste. 
",0
117,"balwine katiliyorm.... bekledigimi bulamadm.... 
",0
118,"bu film nasil 7 puan alabilmis? ben 1 puan verdimgereksiz bi film neden bu filmi çekmisler ki. 
",0
119,"harikaydi. son yillarin en iyi türk filmiydi bence. o kadar sicak o kadar içtendi ki her insanin bir kere seyretmesi gerekli.. 
",1
120,"güzel bir film ama tam kapasite degil. 
",1
121,"çok kötü...tuna kiremitçi benden ne yönetmen ne de senarist olurdemis,yetmemis bunu birde halkla paylasmayi tercih etmis...inanilir gibi degil..günesi gördümdeki kado yu bile harcamis,melis birkani ziyan etmis...benim tavsiyem uzak durun.... 
",0
122,"dostluk,sanat müzügi falan güzel ama film gerçekten çok duragan.amaç ugruna yapilan fedakarliklar var fakat konu daha güzel islenebilirdi.üzgünüm geçirdigim zamana acidim..... 
",0
123,"gayet mükemmel.. 
",0
124,"öncelikle sunu söyliyeyim film hiç güzel degildi ne korku ne gerilim vardi filmin çekildigi yillina göre de olsa biraz daha iyi beklerdim senaryo güzel ama sonu hiç güzel degildi bence, suspiria nin bi tek goblins müzigini begendim diye bilirim.... . 
",0
125,"simdiye dek izledigim en guzel film. 
",1
126,"filme büyük bir heyecan ile girdim.ve yine büyük bir heyecan ile devam etti film.sonrasinda bekledigim gerilimi,hikayeyi anlatis tarzini bulmaadigimi farkettim.filmde bazi eksikler vardi.olmasaymis süper bir film olacakmis.. 
",1
127,"aslinda senaryo çok özgün ve basarili fakat polis gibi harika bir filme imza atan onur ünlüden anlam verilmeyecek derecede kötü bir performans.sahneler,oyunculuklar fazla amatörce . 
",0
128,"kiz arkadasimla izledik, uzun zamandir aslinda izlemeyi istiyorduk. filmin italya sahneleri gayet hatira canlandiriciydi. fakat filmin geneli hem uzun hemde monotondu.. kisa film tadinda sunulabilecek bir hikayeymis.. . 
",0
129,"1. filme göre kötü denilebilir. devam film olarak farkli bisey katamamislar. bu filmi izlemek yerine 1. filmi tekrar seyrederim daha iyi . 
",1
130,"tek kelimeyle mükemmel bir film.. o kadar çok gerilim/korku filmi izledim, böylesini hiç görmedim. koltuga yapistim kaldim. sanki filmde sen oynuyormussun gibi. süper. herkese tavsiye ederim.... 
",1
131,"siddetle önermem!. 
",0
132,"bence bir konu bu kadar gereksizce uzatilabilir....filmin sonu iyi olsa filmi kurtaramamis.izlemeyenlerin hiçbirsey kaybetmeyecegi bir film bana göre. 
",0
133,"bana göre an az truva kadar iyiydi. süperdi. efsane olabilecek bir film.. 
",1
134,"filmin afisinde ki""karimi vurdum,kolaysa kanitla""cümlesine son anda uymadi.normalde bu cümleye göre kanitlanamamasi lazim ama gel gelelim filmin sonnda hüsrana ugradmyine de izlenmeye deger bir film,gitmenizi tavsiye ederim. 
",1
135,"bu filmin ikincisine hiç gerek yokmus bence... 
",0
136,"o kadar kötü ki hiç bir sey beklemeden izleyenler bile begenmeyeceklerdir.kesinlikle ’’iskalanmasi gereken’’ filmlerden.. 
",0
137,"kesinlikle bu yilin en iyi filmlerinden biri hem kousu hen kurgusu herseyiyle iyi bir film filmi izledigim zaman aklima heme dunyaca unlu sihirbaz (yanlis yazabilirim) davit capirfield aklima geldi  
",1
138,"bu filmi ilk izledigimde galiba ters bir zamana gelmisti pek bir tat alammistim ama benim adim sam filmini izldikten sonra forrest gump’u daha iyi anlamaya basladim ve en kisa sürede bu filmi alip yeniden izlemeyi düsünüyorum.... 
",1
139,"çok ii bir film olmus harika oyunculuk kevin babadan. 
",1
140,"oyunculuk yönetmenlik hepsi sifir bu filmde. en pahali filmmis kimin umrunda gitmeyin paraniza yazik valla... 
",0
141,"çocuklar için bile fazla çocukça diyebilirim . 
",0
142,"bnece çok güzel bir filmdi heyecanli sürükleyici ve bazi yerleri çok komikti izlenmeye deger.özellikle vagon sahnesi çok hosuma gitti.... 
",1
143,"harika bi film jet li hayranlari kaçirmasin sakin...insallah son filmi degildir..ben bu kadar bruce lee ustavari adam görmedim.gerçekten stili bi acayip ee tabi çinli nede olsa..... 
",1
144,"filmi film+/3 de izledim,defalarca bogazim dügümlendi diyebilirim,siddet,dram,politika,ikiyüzlülük hepsi bir arada öyle güzel anlatilmisti kii.bi dönemin analtimi oldugu için benzerleirne elbette ki rastlanacaktir sinema tarihinde diyerek bi de gönderme yapmis olayim.... 
",1
145,"yoksa siz daha izlemediniz mi. 
",1
146,"hayatimda seyrettigim en saçma film. eskiyadan beri gittigim ilk türk filmi. ne yazikki sinemada ilerleme gösteremiyoruz. paraniza yazik etmeyin. çok yazik.. 
",0
147,"izledigim en iyi çarpici, ilginç, siradisi ve bol aksiyonlu, heyecan yüklü bir film. yönetmen bile rol almis filmde. tarantino yine kaliteli bir yapimla hem yönetmen, hem de oyuncu olarak karsimizda.. 
",1
148,"her aniyla ama özellikle müthis dokunakli son sahnesiyle insani acayip etkileyen bi film. duvar yikilmadan önce almanyada olanlar çok güzel anlatilmis,kesinlikle izlenmesi gerekekiyo. basarili oyunculuklar da cabasi  
",1
149,"birakin bu ne ya.serinin ilk 3 filmine hakaret bu film.resmen sirlar dünyasina dönmüs... 
",0
150,"filmin senaryosu diger action içeren filmlere göre çok daha iyi yani sadece jet li den uçan kaçan tekmeler izlemiceginiz bi film herkese tavsiye ederim... 
",1
151,"anthony hopkins bu karakterle çok özdeslesmis.hannibal lecterede böyle bir rol yakisirdi.merakla bekliyorum. 
",1
152,"beklentilerimi yaniltmayan bi film olmus... son dönemlerdeki saçma sapan cage filmleri serisine yeni bi tane daha eklenmis. hiç 3d film izlemedigim için merakimdan gittim. gitmez olaydim.... 
",0
153,"güzel bir filmdi.. 
",1
154,"çok basarili bir film. hero’dan daha sürükleyici. oyuncular çok basarili ve abartisiz. izlemenizi tavsiye ederim.. 
",1
155,"izlenmesi gereken gizemli , insani hayretlere düsüren bir bas yapit tavsiyeederim. 
",1
156,"tek kelimeyle inanilmaz bir film oldugunu söylüyorum. mükemmeldi. 
",1
157,"size tavsiyem filmi komedi filmi gibi sürekli gülmeyi bekleyerek degil de sanatsal bir dram filmi oldugunu düsünerek izlemeniz... zaten izleyince demek istedigimi anlayacaksiniz.film komik ama komedi olmasi için tasarlanmamis fakat her kitlece izlenmeli diye düsünüyorum. puanim . 
",1
158,"yazik... . 
",0
159,"kötü çok kötü bir film. senaryo berbat sakin izlemeyin sikilirsiniz ve filmdende birsey anlamazsiniz anlamsiz katkisiz . 
",0
160,"kan görmeyi seven arkadaslar varsa izlemelerini tvsiye ederim. 
",0
161,"agda sahnesini iyi pazarlayan , oyunculuk denen olayin bulunmadigi rezalet bir film... 
",0
162,"yurtdisina özellikle doguya tatile veya baska bi amaçla gidecek olan gençler kesinlikle izleyin derim...bazi fikirleriniz degisebilir belki..... 
",1
163,"sadece 3 kelime : üstün kurgu ve zekâ yani demis ki, bir dahakini yapana kadar en iyisi bu.. 
",1
164,"2 büyük usatanin basrollerini paylastigi bu film insani gerçekten hayata bagliyor. çok basarili, eglenceli bir film. kesinlikle izlerken zaman su gibi akiyor, mutlaka izlenmeli. . 
",1
165,"kendi tarzi içinde fena degil, izlenebilir; bos vakit geçirmek için ideal.. 
",1
166,"kesinlikle giderim filme.......... 
",1
167,"müthis bir kurgu,müthis bir senaryo,müthis bir oyunculuk.baska söze gerek yok.mutlaka izleyin.. 
",1
168,"aslinda fazla komik degildi fakat bazi sahneleri dokunakliydi. 
",1
169,"son zamanlarda izledigim en güzel filmlerden biri, tamamen hayal ürünü bir film,büyüklere masal tarzi, tebessümle çiktigim ender filmlerden biriydi,tavsiye ederim. 
",1
170,"abartilmis ve gözden kaçan sahneeri ile mitoloji tarihi anlatilmaya çalisilmis. sikilmayacaginiz fantastik bir film.. 
",0
171,"güzeldi,gerçi basta anlasiliyo filmin sonu ama yinede sikilmadan izlenebilecek bir film olmus.. 
",1
172,"acayip sikici bi filmdi,ne kitabini okudum ne de ilk filmini izledim,herkesin bu filmi bekledigini ve ilgiyle gittiklerini duyunca gitme karari aldim ve gittim.acayip sikildik izlerken,bence çok basarisizdi. 
",0
173,"vasat oyuncular , vasat bir hikaye vasat bir mizansen vasat bir film. 
",0
174,"bütçe büyük ama kendi küçük bir film! sikintidan yakami paçami paraladigimi söylebilirim....keske biraz daha özen gösterselerdi  
",0
175,"ilk 2 filme görü daha kötü. beklentinizi düsürüp , illaki bu filmin tüm serisini sinema izlemem lazim diyorsaniz gidin.kurtlarin ve vampirlerin oldugu bir aksiyon dolu film degil , asiri romantizmin oldugu bir belgesel gibi olmus...kötü ,gerçekten kötü. 
",0
176,"jason ciddi bir seri yakaladi bence . jet lee yide gözardi etmeyelim ama inanilmaz bir sonu olan harika bir film. 
",1
177,"jet lee yine harikalar yaratiryor süper. 
",1
178,"harika denebilcek bi film ama gusel izlenebilir kalitede surukluyor izlenmesini tavsiye ederim. 
",1
179,"insan ilkellestikçe,mutluluk paylasilinca gerçektir.. insanoglunun kendini bir türlü tadamadigi gerçek özgürlük ve sevginin yansitildigi ,. sahte yasamlardan kopup sevginin ve özgürlügün tadina bakmak isteyenlere yol gösterici muhtesem bir yapim. 
",1
