text,label
Şike şike soka soka kanırta kanırta 2011 şampiyonu Fenerbahçedir. Fetullahin piclerinin değil futbolcuların sözü geçer.,1
"Adlarımız çok anılmasa da Norveç 2.liginin analizini yapan bizleri sevin, saygı duyun, arada hatırlayın :) Verilen emek tahmininizden fazla çünkü.",0
Kadın yapınca orospu erkek yapınca karşısındaki yeterli değilmiş dersiniz ama aldatmak her iki cins için de şerefsizliktir. İhanetin hiçbir nedeni olamaz. Aldatmak kesinlikle hata değildir ve affı da olamaz.,1
"Noldu lan ibne yobazlar? Mete gibi bilim insanı Ayasofya'yı cami olarak içine sindiremedi diye bu gargara niye?  Dünya ve medeniyet tarihinin en önemli eserlerinden birisi cami yapıldı. Modern ve ileri görüşlü, aklı başında kimsenin içine sineceği bir durum degil bu...",1
Çekirdek satımı yasaklansın aptal orospu çocukları bu ne,1
"Daha uzun bir monolog konusu olur bu ama kabaca bir şey söylemek istiyorum. Sahadaki her olayın sebebini hep sorgulayın, oyuncu kötü görünüyorsa her zaman suç oyuncuda değildir. Doğru kurguda standardı belli bir futbolcu dahi ciddi değer kazanabilir, ""bu adama ne olmuş"" dedirtir.",0
müdavimi oldum 24/7 araştırıp eksiksiz okuma fikrindeyim entriylerini.ben böyle ivmesini tutturabilerek güldüren zekayı alkışlarım.,0
"kendini bu kadar onemli goren bunyelerin posasi cikmis eksi sozluk'te millete ""dogrulari anlatma, cahillikle mucadele etme"" misyonuna bu kadar zaman ayirmalarina $a$iriyorum. ",0
Ülkenin %45 i beyinsiz amk,1
"günlük hayatta ellerimizi değişik renklerde sabunlarla yıkamışızdır. fakat ne renk sabun kullanırsak kullanalım, köpüğü her zaman beyaz olmuştur. peki sabun farklı renkli olduğu halde köpüğü neden beyaz renklidir?",0
"AP değil anasını siktiğimin Kürdü,sen o şehirlerden T.C. kayyumlarını kovacaksın,sen,sen! Sürüngen... HDP,KCK...",1
"abd dışişleri bakanı john kerry ""türkiye için istikrar, barış ve süreklilik umduğumu söylüyorum.""dediği darbe girişimi. (bu abd tarafından ilk açıklama!)",0
"nesrin nas'ın parti başkanı olmasından sonra karadenizlilerin""partiyi emanet ettik karıya haydi bütün oylar arıya"" şeklinde slogan ürettikleri parti.",0
senin ben amina koyim sana guvenmistim orospu cocugu,1
BU fotoğrafa iyi BAK ALLAH diyen ALLAHSIZ sen GAVUR dölü yahudi TOHUMU iyi bak biz MUSTAFA KEMAL'İN kurduğu TURKİYE,1
ilk aldığı erkek öğrencileri bu sene mezun edecek olan ancak ilk erkek mezununu geçen sene vermiş olan okul.,0
her zaman olduğu gibi yine bütün dünyayı karşımıza alarak giriştiğimiz harekattır.,0
Senin gibi orospu çocukları olduğu için yiyoruz o baskınları koduğumun terörist piçi...,1
kaçan kovalanmaz kaçan siktir olup gider,1
İzninle diye başlayıp siktir git diye bitirmiş buda kesin ikizler burcu,1
İki kişilik kahvaltı tabağı 44 TL 05424740634 numaralı Watsap hattımızdan rezervasyon yaptırıp gelen müşterilerimize 1 saat bilardo ücretsiz.,0
"""Bir şeyi büyük bir şekilde değiştirecek isen önce kendin büyük bir şekilde değişeceksin.""",0
Ölüm ölüm dediğin nedir ki gülüm ben senin için bu amına koduğumun hayatında sürünmeyi göze almışım,1
"guy de maupassant adlı nadide deli fransız yazarımız hikayelerinden birinde benzer bir konuyu işlemiştir. ama hikayede tanımadığı adamı kurtarmak amaçlı kendisi sevişmiştir adamla... bu sevişmede herhangi bir penetrasyon durumunun olması gerekli midir değilmidir bilmiyorum. ama tahminimce değildir. anlık heyecan ve bununla birleşen hareket kanın hızlanmasına ve ardından pipiye hücm etmesine sebep olacak adam da donmaktan kurtulacaktır. ben kocamın arkadaşıyla sevişirdim hayatını kurtarmak için herhalde, zaten karısının kukusunu arkadaşının hayatından önde tutan bi adamla evlenmek ne derece doğrudur bilmem...",0
SAYIN AMINA KODUĞUMUN ÇOCUKLARI INSTAGRAMDAN TAKİP İSTEĞİ ATIP GT ATILINCA NEDEN UNF ATIYORSUNUZ AMINA KODUĞUMUN ANTENLERİ KÜFÜR YEMEK HOŞUNUZA MI GİDİYO,1
"Benim laptop bozuldu bozulacak diye ablama verdim kendime yeni laptop alacağım amına koyayım bu kaçtır kuzenim yok o pahalı alma bunu al şu ram ekleriz şu sik ekleriz diye diye içime sinmeyen şeyler önerdi, içime sinen 6 TL bir laptop buldum diyorum sence nasıl pahalı diyor",1
"sabah okula gitmek için metro turnikelerinden akbili basmadan geçmeye çalışıp karın boşluğuna şiddetli bir ağrı girmesine sebep olmak.bir de güvenlik görevlilerine bu durumu açıklamaya çalışmak. hemen ardından binilen dolmuşta en önde oturan kişi olarak arkadakilerden gelen bir kulak alışkanlığından kaynaklansa gerek,şöföre parayı verip öne uzatır mısınız lütfen demek.",0
sizi vursunlar da mağdur olalım düşüncesindeler. ailenizi güven de tutun. salak saçma hareketler yapmayın.,0
Bunun gibiler her zaman cumhuriyete engel olmaya çalıştılar pis arap bozuntuları ama onlar kazanmadı bu ülkeyi onlar da yönetemez Türkiye Cumhuriyeti şeyhler şıhlar dervişler memleketi değildir!,1
dünya sağlık örgütü tarafından hakkında yapılan açıklamada pandemi olma riskinin yüksek olduğu söylenen salgın hastalıktır.,0
zaten sözlerini çevirince kafamdaki göbek atıp oynayan kız figürleri bir anda uçtu gitti :,0
Sen erdoğanı sevmiyorsun belli ama terörist değilsin kardeşim kimse erdoğanı sevmiyor diye terörist olmaz. Ama ordaki pkk sempatizanı itler ve fetönün köpekleri teröristtir onları savunan ve kollayanda terörist tir. Ordaki olayın aslı budur,1
arkadaşlar yemin ederim kimse umrumda değil umrumda olan sadece bi kişi var onun da ben umrunda değilim,0
"olmamış avokadoları muz, şeftali ya da elma gibi etilen gazı salan meyvelerle bekletince avokadolar en geç iki gün içinde yenilecek kıvama geliyor.",0
"Kolonların uclarını açın, ananızın amına sokun, böylece devasa yarrak yapmış olursunuz",1
geçenlerde clara adlı bir film izlemiştim. filmde bir astronom olan dr. ısaac bruno adlı karakter kendini dünya 2.0'ı bulmaya adamıştı.,0
Sizden olunca böyle oluyor değil mi koduğumun pkklısı. Bulacaz oğlum seni.,1
askeri darbeler ülkenin değerlerini en az on yıl geriye götürür.seçimle gelen seçimle gider.mevcut iktidar partisini sevmem ama askeri darbeler bu ülke için acı tecrübelere sebep olmuştur.umarım güzel ülkemiz bu dar boğazdan çıkacaktır.,0
en çok annesini görünce çalışan ayna nöronlarının aynalığı bence görecelidir. daha doğrusu seçicidir. niye anneni aynen tekrar ediyon da aynı evde yaşayan kardeşinin davranışlarından etkilenmiyon mesela.,0
bazı erkek beyler kilolu olmadıkları halde kendilerini kilolu gördükleri için kilolu olarak algılanıyorlar haberleri olsun.,0
eger birine ilgi duyuyosaniz duydugunuz ilgiyi gosterin yok duymuyorsaniz siktir olun gidin kolay seyleri niye zorlastiriyorsunuz,1
"hiçbir işe yaramayacağı düşünülen, minik farklılıkların bir araya gelerek oluşturduğu etkinin adıdır değişim.",0
Mk beyinsiz misin taklit mi yapıyon madem yunus emrenin eleştirilmesini yanlış buluyon başkasını niye elestiriyon amk,1
Ulan yolunu yordamını siktiğimin kızı insan bakışımdan bile anlar sevdiğimi amk cocu,1
yalnız gerçekten müthiş flood. adam eski sevgilisine paper yazmış.  kant'a referans var lan flood'da. sonda kaynakça olsa makale olarak yayınlanır.,0
bu entryi yazarken darbe söylentileri vardı ve tv'lerde bile son dakika geçmiyordu. hulisi akar ın tayyibe böyle bişi yapacağını düşünmediğim için böyle bi ironi yaptım.,0
sözlük de olmasa aklıma bile gelmeyecek tandanstır valla kendileri.görüldüğü üzere ekşi sözlüğün sözlüksel yaraları olduğu gibi kişinin psikolojisine de zararları çoktur ve gün geçtikçe artmaktadır. eskiden sevgili mi vardı da şimdi buluyoruz anlamadım ki...,0
"Yaşamdaki yolumuzu kendimiz seçelim, bu yolu çiçeklerle süsleyelim – bu sözler bilim kahramanım Émilie du Châtelet’e ait (1706-1749). Bilimde Kadın ve Kız Çocukları Günümüz kutlu olsun. Sevgili kız kardeşlerim, kendinize inanın, çok çalışın, okuyun, okuyun, okuyun.",0
yardırın gençler!! çok güzel gidiyor. en iyi veriyi buradan alıyorum sayenizde. yalnız umarım göstermelik yazmıyosunuzdur yaaa. hayır gerçeğiniz bu değilse çok kırılacım üzülücüm. benim bildiğim ateyizim bu değil çünkü.,0
İnanın gereken yeri açtım gülüyorum nam olsun diye.... Bir sürü vesikasız orospu bunlar,1
Burada bu kadar CHP tarafından satın alınmış kişi varken ben de Atatürk yazınca bu kadar omurgasız olabiliyor muyum?,1
Bir gün yine Merkezle @OmayraCafe de oturuyoruz bu arada biz hep @OmayraCafe ye takılırız @SerOcaklari,0
Beyinsiz amk gerçi 1 maç ceza alır kupada çeker bizim maçta oynattırırlar,1
"2009’dan beri aktif olarak kullanıyorum. ilk zamanlarda bir avuç insandık türkler olarak -durun popüler oldu bozdu klişesine girmeyeceğim- kullanım alanı komik şakalar, tespitler yapmaktan başka bir şey değildi, herkes birbirini tanırdı, küçük bir mahalle gibiydi.",0
"dün gece ölenler için ""dışarı çıkmasalardı da ölmeselerdi"" diyenlerle, gezi'de ""ekmek almaya çıkmasaydı da ölmeseydi"" diyenlerin kafalarını birbirine vurasım var bu sabah.",0
edward beyinsiz amk 3 film boyunca gecistirdi bellayi donusturcem donusturcem diye en son hamile kaldi dogururken oluyodu hatta oldu o zaman isirdi keske olseydi de gorseydi ebesinin amini,1
ve lise sonrasında da mimar sinan üniversitesi güzel sanatlar fakültesi'ne girmiştir. helal olsundur.,0
belki gym'e giderken takmak icin almistir? herkes kafasinda at gibi headphone ile gezmek zorunda mi sirf specs'i daha iyi oldugu icin?,0
bu eleman topa atlayıp zıplarken içim fena oluyor. o kadar kontrolsüz şekilde hareket ediyor ki ya sakatlanacak diyorum ya da gol yedirecek.,0
sekiz yıllık telefon numaramdan vazgeçmişim senden mi vazgeçmeyeceğim amına koduğumun twitterı,1
tsk'nın web sitesinde hala kabak gibi duran bildirisi var. çok ilginç.,0
"gezide hiç de öyle hükümetin söylemlerine itibar etmemiş yurtdışı medyası buna darbe girişimi diyor. tiyatro olduğuna inanmıyorum. gerçekten alt kademe subayların işi olduğuna, bu yüzden de tertiplenme sorunları olduğuna inanıyorum şimdilik.",0
isin henuz farkedilmeyen boktan tarafi su; goruntulerde askeri alkislayan bir grup var ve baska goruntulerde askere saldiran bir grup var.,0
sağlık sistemini savunanların ruh hastası olduğunu düşündüğüm dünyanın jandarması olan ülke.,0
"jazz dinlese ""vay çok klas"", pop dinlese ""bildiğin tikky işte"", hip hop dinlese ""çok piyasa"" ilan edilen kişilerdir bunlar. ne dinlese yaranamazlar. hatta bunlar ölsünler daha iyi. geriye linkin park dinleyen ama linkin park dinlediğini belli ederek giyinenler kalsın bir tek.dünyayı onlar kurtaracak!",0
":d ? ya ben bunlara acıyorum amına koyayım. böyle vasat bi kesim var, sol çomar ve sağ çomarları barındıran. bu amk evlatları nefes almayı bile hak etmiyor oksijen israfları bunlar.",1
o ayet müşrikler Peygamber efendimize saldırdıktan sonra indi. tevbe 5'te öyle. siktiğimin beyinsizi @Subresyon,1
"Erdoğan ülkücüleri davar gibi güdüyor, milliyetçiyim diyenleri de ""Devlet aklı"" diye gerizekalıca bir teoriye inandırdılar..",1
"daha çalışmaya bile başlamamışken, insana emekli olup torun tombalak huzur içinde yaşama hayalleri kurduran şehir.",0
Tamam ya da devam maçında Rashica'ya 1 saniye süre vermemek. Lütfen düş Kohfeldt.,0
insan ölmüş burada. londra'dan kalkmış eğlenceyi kaçırdım diyor gerizekalı.,1
"şu saçma sapan tiyatroya ufak beyinlerinizle ""yurtta sulh"" ismini vermeniz de çok zekice hakkaten... ama size rağmen ""dünyada sulh""u de becereceğiz..",0
Ayasofya cami oluyormuş ulan hakan muhafız harbi büyük adamsın faysal senin de amına koyim,1
"fatih terim'in olduğu yerde emre melektir. en azından kebapçıyla değil, antremanda takım arkadaşıyla tartışmış. ",0
eko başkan çalişiyor. 800 bin oy farkı yapmisti ancak simdi secim olsa yiyecek o 800 bini haberi olsun.,0
*geyik: sokak ağzında insanları kandırarak eğlenmek icin söylenen gerçekliği olmayan abartılı söz öbeği.,0
öğretim üyeleri çok enteresan insanlar gerçekten. birçoğu çok mu zeki yoksa deli mi anlamıyorum.,0
Doğru söyleyeni 9 köyden kovarlar modu bilirim bebeğim siktir et. Bişey olursa seslen ama,1
yil oldu 2020 sozlukte bazi tipler halen daha insanlarin parasini nasil harcayacagina karisilmayacagini ogrenememisler.,0
"Elektrigi kacak kullaniyon, devlete vergi vermiyon, devlet sana para veriyor. Sen savas aciyon. Sen harbi Gerizekalısın! Beyinsiz bunlar amk",1
"darbe girişimi olarak başladı, akp mitingi olarak devam etti şimdi de olay tam anlamıyla terör saldırısına dönüştü. intihar bombacısı gibi bir helikopter var, döne döne ateş ediyor.",0
Ayasofya’nın Camii yapılmasının ardından bu ülkede ne kadar çok Bizans artığı olduğuna bir kez daha şahit olduk.,1
ayasofya umrumda bile değil ama kozmik oda olayı ve hemen sonrasında adaların işgalinin başlamasının stratejik bağlantısı olduğuna inanıyorum.. ama bir çomar atasöz der ki; “kılıçdaroğlu sgk yı batırdı”,1
"ekmek arasına peynir,domates,maydanoz ve kimyon koyuyorsunuz ve ekmeği tost makinesinde ısıtıyorsunuz. miss.",0
Bu amına koduğumun ruh halinden nasıl kurtulcaz cözemedim bi türlü,1
"Hayatı İslam'a, Müslümanlara iftiralarla geçen, çaptan düşünce sahibi tarafından af buyurun köpek gibi kapı önüne konmuş '28 Şubat' artığı bir tetikçi sivil darbeci (gazeteci demiyorum), davası için idamı göze almış Erbakan Hocamıza dil uzatma cüretinde bulunmuş. Tweet bu kadar!!",1
"Yaşlı bir amca bana gelip eşim vefat etti beni evlendir dese, ‘siktir git amına koduğumun tekesi’ derim.",1
Amına koduğumun çinlileri dünyanın başına bela oldunuz sizin çekik gözlerinizi sikiyim ya #IranSinirlariKapatilsin,1
artık pek bir azalmaya başlamıştır bu türler. bu fransızlar da aldıkları eleştirilerden alacakları derslerin bokunu çıkartıyorlar. eskiden hiç konuşmazlarken ingilizce sorulan soruya büyük soğuklukla fransızca bir cevabı bile zar zor verirlerken artık aksanı bozuk bir fransızcaya bile büyük sevecenlikle ingilizce cevap vermeye bile başlamışlardır. yani hem sevecenler hem ingilizce konuşuyorlar öyle böyle değil.,0
Benim kuzenin başına gelmişti bu. Adam arabayı alalı 1 ay olmuştu 5 kere servise gitti her seferinde de birinin çarpmasından. Yeter artık amına koduğumun arabasına çarpmayan kalmadı en sonunda bi duvara 200le vuracam herkes rahatlasın demişti jdjskdkmskds,1
NEDEN BENİ ANLAMAK İSTEMİYORSUNUZ AMINA KODUĞUMUN SALAKLARI BEN YABANCI DİLDE Mİ KONUŞUYORUM,1
ya ben neden inanmıyorum arkadaş? gerçekten darbe mi yoksa akp oyunu mu? ben neden bu ülkede olan şeylerin altında başka şey arıyorum? bizi ne hale getirdiniz ya?,0
"ulan dedim gerçekten asker ele geçiriyor ülkeyi. hanım dedi git tekelden makarna sigara falan al belki günlerce sokağa çıkma yasağı olur. doğru dedim. ulan dedim sonra işten güçten de olacağız. zaten bankada bir para yok, olan malını da at çöpe. cebimde ne kadar para var diye düşündüm.",0
"bu gece dinlediklerime hiç sevinmiyorum, hoşuma da hiç gitmiyor. ",0
"işlenmiş gıdalarla ilgili haberler bende farklı bir bilinç oluşturduktan sonra maalesef veda ettim kendilerine, evde yapılmış kaşarlı poğaça tercihim.",0
Amk aptalı seni tweete tam bir aşağılık insan tweeti ya. Gerizekalı şuan türkiyede kurtarış yüzdesi en iyi 2. Kaleci. Lider başakşehirin kalecisi bile çok daha altlarda demekki neymiş. Kaleci başarısı şampiyonluk için tek etken değilmiş. Aptal herif. Satıldığında da burda ol.,1
"jetler istanbulda resmen terör estiriyor, hava alanına yakın yerdekiler ne söylediğimi çok iyi anlar.",0
"Erkek olarak gözü kapalı güvendiğim, beraber ağlayıp güldüğüm tek bi insan evladı var.Ters davranırken üzüldüğüm ya da kırar mıyım korkusu yaşadığım yeri geldiğinde abi yeri geldiğinde ablası olduğum tek biri. 8seneye giriceztek bi defa tartıştık,siktir edin aşkı sevgiyiv",1
Ulan karaktersiz puşt aklıma yine bu sahne geldi sinirlendim gece gece,1
hutbede bir sorun yoktur da şimdi kız arkadaşlarınıza “tatlım biliyor musun cuma namazında hoca dedi ki düğün masraflarında aşırıya kaçılmamalıymış” derseniz başınıza gelecekleri tahmin bile edemiyorum.,0
ankarada kıçımızın dibinde kaynağı belli olmayan patlama sesleri duyuluyor. muhtemelen jetlerin çıkardığı ses bunlar.,0
çaylaklığının baharında kardeşlerin kardeşi en bir süper arkadaş. dünya üzerinde yaşayan en büyük liseli.,0
kedi birader beni 10 dakkadır takip ediyosun da ben seni story atmam be kanka siktir git gelme peşimden,1
Haydi Kanaryam 1907den beri ilk kez bişi istiyoruz hadi gagala Kangalı hadi,0
"benim ayaklarımdaki iki rahatsızlıktan biri. diğeri, şimdi geçmişe baktığımda görüyorum ki zorla oluşturulmuş bir rahatsızlık: taban çökmesi (aslında düztabanlık).",0
"suya sabuna dokunmadan, ite çakala bulaşmadan, adım adım icraatleri ile adından bahsettiriyor. ben 25 yıllık ömrümde ilk kez böyle bir siyasetçi görüyorum, aday olduğun gün oyum senindir.",0
"Sol omzumda ki melek eğer her sövdüğümde kalemi bırakıp sağda ki meleğe işaret yapıp bunu sevaptan say demiyosa bişey bilmiyorum ya,şu tipe sövülmez mi amına koduğumun oğluna bak ya",1
siz gerçekten eğitilmezsiniz. haberin gerçek olduğu bile belli değil. gelmiş adamın psikolojik sorunlarından bahsediyorsunuz. adam fenerbahçe'nin kaptanı. siz de ofiste oturup iş yapmanız gereken yerde mesai saatinde adama sövüyorsunuz. hahaha.,0
"Nerede ne kadar aptal orospu evladı varsa , ne kadar saçma sapan olay varsa bizi buluyor ben buna sinirleniyorum iki dakika bir güzel haber alalım , keyfimiz yerinde olsun her şey üst üste geliyor bir nefes alalım desek aman kıyamet kopar anasını sikecem artık yeter",1
SENİN BEN AMİNA KOYAYİM HAİN KALTAK KESTİĞİN MOMENTLERİMİZİ VER,1
benim yasadigim eyaletin kendi arastirma burosu bile sex ticareti yapilan yerlere yerel polis gucleri ile organize sekilde sting operasyonlar duzenliyor ara sira.,0
hakkında 1000'e yakın tanımlamanın hepsinde de kendisinden kötü bahsedilen şahıs. apo için yapıldı mıydı bu beyler??,0
10 liraya Göt yalayan beyni mühürlenmiş koyun değilde biz mi marjinaliz şimdi !,1
Kız whatsapta o kadar online ki whatsap diye bir köy olsa oraya muhtar olacak geçmişini siktiğimin kızı.,1
"zamanında davut'un zırhsız ve sadece sapan kullanarak, zırhlı ve çok deneyimli bir komutan olan goliath'ı mağlup etmiş olması. ",0
"kendisinden önce söylentilerin bir ara döndüğü gizemli olay. fetöcülerin darbe yapacağı söylentisi yayılmıştı, ahmet davutoğlunun döneminde şöyle bir açıklama yapılmıştı.",0
bizim aile filminde ayşen gruda’nın ‘sinemada elimi tutmaya kalkmaz mı.tokadı aşk ettiğim gibi çıktım geldim’ repliği,0
Tayyip baba sen işini biliyormuşsun affet bu kadar aptal orospu çocuklarının siteyi kapladığını unutmuşuz,1
"konsolosluga avarel gibi giderseniz zorlanabilirsiniz. bu cekilisten hak kazanmaniz, hemen pili pirti toplayip abd'ye gelecekseniz anlami tasimiyor. ",0
Nerde gerizekalı mal beyinsiz var amk yerinde benimi bulur ya,1
amına koduğumun andavalları siz yaptığınız şeylerin ciddi ciddi mizahi olduğunu mu sanıyorsunuz Jimin için trans gay yazmışsınız rezil ediyorsunuz bizi sinirden sağa sola kafa atacağım,1
çocukluğumdan beri anneanne ve babaannelerle büyüdüğüm için her daim insanların evine gittiğimde lavaboyu kullanabilir miyim diye bile izin alan bir insanım. geçenlerde cuma günü samimi bir arkadaşım evime geldi. haşırt diye buzdolabımı açıp birşeyler aldı. tamam kardeşim saygıda kusur etmeyiz ne varsa önüne çıkarırız da insan bir sorar yahu.,0
"Floodun başlangıcı da burada, dün gece geç saatte yazdığımdan merak edip kaçırmış olanlar olabilir. Bu vesileyle tekrarlamış olayım :)",0
dogru mu yanlis mi bilemem ama ispanyol tvsinde rte'nin almanya'ya siginma talebinde bulundugu ve reddedildigi soyleniyor.,0
Sizinde vardır elbet uzun uzun bakıp ta koduğumun malı deyip kafanızı çevirdiğiniz birileri,1
"Fetöcü, Pkklı, dinsizlere yalakalık yapan kemalizler çok kızacak ama korkak ve kancık olduklarından karşımıza çıkıp meydan okuyamayazlar",1
"Alman vatandaşı olmayı hedefleyen çocuğa kızmak yerine, bu çocuklara ne yaptık ki böyle hedefleri var? Diye oturup kara kara düşünmemiz gerekmiyor mu?",0
Kelebek resmini laf soyleyince kaldirmissin göt çeneni koymuşsun amk karısı laf mi yetistircem sana bak dalgana,1
